nombre_tortuga,estacion,fecha,area_de_monitoreo,posicion_lat_long,hora_de_captura,especie,peso,sexo,l_r_c,l_c_c,a_r_c,a_c_c,p_c,l_p,l_t_c,marca_nombre,marca_izquierda,fecha_inicio,hora_inicio,hora_fin,total_horas,tipo_monitoreo,metodologia,latitud,longitud,unidad_utm_o_grados,hora_captura,material_marcas,marca_previa_izquierda,comentarios,especie_nombre_latino,sexo_correcto,lugar,geografía,numero_recaptura,año,mes,mes_nombre
Irene(1),Verano,2015-06-25T00:00:00Z,"""Y"" Laguna la Cruz",N28.78379W111.88271,09:22AM,Chelonia mydas,37.4,hembra,10,68.5,51.6,66.5,25.3,10,14,GT 5247,GT 5246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2015,6,jun
Lola,Verano,2015-06-25T00:00:00Z,"""Y"" Laguna la Cruz",N28.78379W111.88271,0.39583333333333331,Chelonia mydas,39.8,hembra,10,70.2,51.7,68,25.5,10,14.5,GT 5249,GT 5248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2015,6,jun
Ofidia B,Verano,2015-06-25T00:00:00Z,"""Y"" Laguna la Cruz",N28.78379W111.88271,0.42777777777777781,Chelonia mydas,31.2,indefinido,10,66.4,51.2,62.8,21.8,10,13.5,GT 5250,GT 5351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2015,6,jun
Samantha,Verano,2015-06-25T00:00:00Z,"""Y"" Laguna la Cruz",N28.78379W111.88271,0.44791666666666669,Chelonia mydas,45.2,hembra,10,75.5,53.7,69.5,25.8,10,15.5,GT 5253,GT 5252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2015,6,jun
Cinthia,Verano,2015-06-25T00:00:00Z,"""Y"" Laguna la Cruz",N28.78379W111.88271,0.45555555555555555,Chelonia mydas,86.6,hembra,10,92,66.4,86,32.9,10,17,GT 5254,GT 5255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2015,6,jun
Eleodes,Verano,2015-06-25T00:00:00Z,"""Y"" Laguna la Cruz",N28.78379W111.88271,0.45902777777777781,Chelonia mydas,82.2,macho,10,88.5,61.6,80.2,32,10,31,GT 5257,GT 5256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Macho,Laguna La Cruz,estuario,1,2015,6,jun
Chiquilina,Verano,2015-06-25T00:00:00Z,"""Y"" Laguna la Cruz",N28.78379W111.88271,0.46875,Chelonia mydas,33,hembra,10,65.5,49,62,23,10,13.4,GT 5259,GT 5258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,2,2015,6,jun
¡¡ ZZ !,Verano,2015-06-25T00:00:00Z,"""Y"" Laguna la Cruz",N28.78379W111.88271,0.50069444444444444,Chelonia mydas,59.2,hembra,10,81.2,57.2,74,27,10,16,GT 55260,GT 5261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2015,6,jun
Leah(2),Verano,2015-06-25T00:00:00Z,"""Y"" Laguna la Cruz",N28.78379W111.88271,0.51597222222222217,Chelonia mydas,24.4,indefinido,10,59.1,42.6,58.7,24.1,10,10,GT 3845,GT 3844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,3,2015,6,jun
Milka,Verano,2015-06-25T00:00:00Z,"""Y"" Laguna la Cruz",N28.78379W111.88271,0.51874999999999993,Chelonia mydas,42.4,hembra,10,71.9,56.7,69.6,24.3,10,14,GT 5262,GT 5263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2015,6,jun
Sara,Verano,2015-07-23T00:00:00Z,Pta. Blanca Laguna la Cruz,N28.78398W111.88329,0.34027777777777773,Chelonia mydas,22,indefinido,11,59,44,57.5,21.7,11,8,GT 5276,GT 5277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2015,7,jul
Eva,Verano,2015-07-23T00:00:00Z,"""Y"" Laguna la Cruz",N28.78398W111.88329,0.44861111111111113,Chelonia mydas,34,indefinido,11,65.5,48.4,65,25,11,10,GT 5279,GT 5278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2015,7,jul
Evangelina,Verano,2015-07-23T00:00:00Z,"""Y"" Laguna la Cruz",N28.78398W111.88329,0.45555555555555555,Chelonia mydas,55.8,indefinido,11,80,57,79,28.8,11,15,GT 5281,GT 5280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2015,7,jul
Maty,Verano,2015-07-23T00:00:00Z,"""Y"" Laguna la Cruz",N28.78398W111.88329,0.46875,Chelonia mydas,52.4,indefinido,11,79,58,74,27.3,11,12,GT 5283,GT 5282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2015,7,jul
Jenny,Verano,2015-07-23T00:00:00Z,"""Y"" Laguna la Cruz",N28.78398W111.88329,0.51041666666666663,Chelonia mydas,43.2,indefinido,11,72.5,56,72,27.2,11,14,GT 5285,GT 5284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2015,7,jul
Laura(1),Verano,2015-07-23T00:00:00Z,"""Y"" Laguna la Cruz",N28.78285W111.88347,1:10 p.m,Chelonia mydas,85.4,hembra,11,93,64.5,85,32.5,11,18,GT 5287,GT 5286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,2,2015,7,jul
Lalo(1),Verano,2015-07-23T00:00:00Z,"""Y"" Laguna la Cruz",N28.78398W111.88329,0.56111111111111112,Chelonia mydas,32.2,indefinido,11,66.3,48.7,61.8,24,11,14,GT 5289,GT 5288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,2,2015,7,jul
Martha,Verano,2015-07-23T00:00:00Z,"""Y"" Laguna la Cruz",N28.78398W111.88329,0.56180555555555556,Chelonia mydas,26.4,indefinido,11,62.7,46.4,62.2,22.6,11,11.9,GT 5291,GT 5290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2015,7,jul
Caroline,Verano,2015-07-23T00:00:00Z,"""Y"" Laguna la Cruz",N28.78962W111.88882,0.63680555555555551,Chelonia mydas,35.2,hembra,12,68,52,67.5,25.2,12,13.5,GT 5275,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2015,7,jul
Belen(1),Verano,2015-07-23T00:00:00Z,"""Y"" Laguna la Cruz",N28.78370W111.88343,0.42569444444444443,Chelonia mydas,55.8,hembra,12,80,55.5,72.5,29.3,12,15.3,GT 5274,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2015,7,jul
Zayexi,Verano,2015-07-23T00:00:00Z,"""Y"" Laguna la Cruz",N28.78370W111.88343,0.45833333333333331,Chelonia mydas,56,hembra,12,83,60,76,28,12,13,GT 5273,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2015,7,jul
Mariana,Verano,2015-07-23T00:00:00Z,"""Y"" Laguna la Cruz",N28.78370W111.88343,0.48680555555555555,Chelonia mydas,40,hembra,12,73,51.4,70.5,26.3,12,11.4,GT 5272,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2015,7,jul
Cesar,Verano,2015-08-12T00:00:00Z,san nicolas,NA,0.45833333333333331,Lepidochelys olivacea,20.4,indefinido,13,59.7,48.5,62.5,18.2,13,23,GT 5264,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepidochelys olivacea,Indefinido,Laguna La Cruz,estuario,1,2015,8,aug
Laura(2),Verano,2015-08-22T00:00:00Z,"""Y"" Laguna la Cruz",N28.78259W111.88396,0.37638888888888888,Chelonia mydas,81.6,hembra,14,92.5,63.6,85,34.5,14,18,GT 5287,GT 5286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,2,2015,8,aug
Karla,Verano,2015-08-22T00:00:00Z,"""Y"" Laguna la Cruz",N28.78259W111.88396,0.39652777777777781,Chelonia mydas,75.2,hembra,14,85.4,63.5,81.5,32.1,14,18.1,GT 5265,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2015,8,aug
Angelica(1),Verano,2015-08-22T00:00:00Z,"""Y"" Laguna la Cruz",N28.78259W111.88396,0.40625,Chelonia mydas,51.4,hembra,14,76.2,55.7,70.1,28.8,14,16.2,GT 5266,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,2,2015,8,aug
Salvador,Verano,2015-08-22T00:00:00Z,"""Y"" Laguna la Cruz",N28.78401W111.88397,0.058333333333333327,Chelonia mydas,33.6,indefinido,14,68.5,44.4,68.5,24.1,14,11.6,GT 5268,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2015,8,aug
Michell,Verano,2015-08-23T00:00:00Z,"""Y"" Laguna la Cruz",N28.78432W111.88068,0.43055555555555558,Chelonia mydas,39,indefinido,15,72,51.3,64,24.3,15,12,GT 5267,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2015,8,aug
Silvia,Verano,2015-08-23T00:00:00Z,"""Y"" Laguna la Cruz",N28.78432W111.88068,0.4375,Chelonia mydas,35,indefinido,15,65,47,61,24.5,15,12,GT 5269,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2015,8,aug
Yadira,Verano,2015-08-23T00:00:00Z,"""Y"" Laguna la Cruz",N28.78403W111.88251,11;30 am,Chelonia mydas,41,indefinido,15,69.5,51,68,26,15,15,GT 5270,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2015,8,aug
Susana,Verano,2015-08-23T00:00:00Z,"""Y"" Laguna la Cruz",N28.78403W111.88251,0.56944444444444442,Chelonia mydas,61,indefinido,15,80,58,76,30,15,17,GT 5271,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2015,8,aug
Elvira,Verano,2015-08-23T00:00:00Z,"""Y"" Laguna la Cruz",N28.78403W111.88251,0.58402777777777781,Chelonia mydas,45,indefinido,15,73,52,71,27,15,17,GT 5292,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2015,8,aug
Daniela,Verano,2015-09-20T00:00:00Z,"""Y"" Laguna la Cruz",N28.78236W111.88278,0.52500000000000002,Chelonia mydas,43,hembra,16,71.5,68,52,26,16,13,GT 5295,GT 5294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,2,2015,9,sep
Chinta,Otono,2015-09-22T00:00:00Z,"""Y"" Laguna la Cruz",N28.78275W111.88460,0.5,Chelonia mydas,70,hembra,17,87.5,59,75.5,30.2,17,15.5,GT 5295,GT 5296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,2,2015,9,sep
Leah(3),Otono,2015-09-22T00:00:00Z,"""Y"" Laguna la Cruz",N28.78338W111.88506,0.51527777777777783,Chelonia mydas,28,hembra,17,62.7,45.3,62,25.7,17,10,GT 3845,GT 3844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,3,2015,9,sep
Elvia(1),Otono,2015-09-22T00:00:00Z,"""Y"" Laguna la Cruz",N28.78414W111.88477,0.59930555555555554,Chelonia mydas,36,hembra,17,69,50,65.5,26.1,17,14,GT 5297,GT 5298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,3,2015,9,sep
Alondra,Otono,2015-05-10T00:00:00Z,"""Y"" Laguna la Cruz",N28.78410W111.88184,0.41875000000000001,Chelonia mydas,39,indefinido,18,69.3,49.6,66.5,25.5,18,13,GT 5299,GT 5300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2015,5,may
Karla Esponja,Otono,2015-10-18T00:00:00Z,"""Y"" Laguna la Cruz",N28.78264W111.88203,0.40833333333333338,Chelonia mydas,58,indefinido,19,82.5,56.9,78,29.5,19,18,GT 8002,GT 8001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2015,10,oct
Annete(1),Otono,2015-10-18T00:00:00Z,"""Y"" Laguna la Cruz",N28.78264W111.88203,0.43124999999999997,Chelonia mydas,42,indefinido,19,71.9,52.6,70.2,27.8,19,12.5,GT 8004,GT 8003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,2,2015,10,oct
Jeronimo,Otono,2015-10-18T00:00:00Z,"""Y"" Laguna la Cruz",N28.78264W111.88203,0.43958333333333338,Chelonia mydas,58,indefinido,19,74.6,55.7,70.3,28.1,19,18.4,GT 8006,GT 8005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2015,10,oct
Obiel(1),Otono,2015-10-18T00:00:00Z,"""Y"" Laguna la Cruz",N28.78264W111.88203,0.4458333333333333,Chelonia mydas,48,indefinido,19,73.1,52.4,71.2,25.1,19,15.5,GT 8008,GT 8007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,2,2015,10,oct
Aurora(1),Otono,2015-10-18T00:00:00Z,"""Y"" Laguna la Cruz",N28.78264W111.88203,0.45624999999999999,Chelonia mydas,39,indefinido,19,71,51.1,66.4,25.2,19,13.5,GT 8010,GT 8009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,2,2015,10,oct
Ricarda,Otono,2015-10-18T00:00:00Z,"""Y"" Laguna la Cruz",N28.78264W111.88203,0.47222222222222227,Chelonia mydas,42,indefinido,19,75.1,54.5,71,25.3,19,13,GT 8012,GT 8011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2015,10,oct
Pancha,Otono,2015-01-11T00:00:00Z,Pta. Blanca Laguna la Cruz,N28.78804W111.88824,0.3923611111111111,Chelonia mydas,18.5,indefinido,20,53,41,51.9,18,20,9,GT 8014,GT 8013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,2,2015,1,jan
Viky,Otono,2015-01-11T00:00:00Z,Pta. Blanca Laguna la Cruz,N28.78804W111.88824,0.3979166666666667,Chelonia mydas,94,hembra,20,95.9,63.4,87,34.5,20,18.5,GT 8016,GT 8015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2015,1,jan
Mariann,Otono,2015-01-11T00:00:00Z,Pta. Blanca Laguna la Cruz,N28.78804W111.88824,0.42777777777777781,Chelonia mydas,33,indefinido,20,66,47.7,35.6,23.5,20,12.9,GT 8018,GT 8017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2015,1,jan
Diana(1),Otono,2015-01-11T00:00:00Z,"""Y"" Laguna la Cruz",N28.78273W111.88359,0.49305555555555558,Chelonia mydas,58,indefinido,20,80,56,73.2,28.8,20,16.5,GT 8020,GT 8019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,2,2015,1,jan
Iris,Otono,2015-01-11T00:00:00Z,"""Y"" Laguna la Cruz",N28.78273W111.88359,0.50486111111111109,Chelonia mydas,32,indefinido,20,67.2,50.1,68,21.8,20,10.4,GT 8022,GT 8021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,2,2015,1,jan
Hamburguesa,Otono,2015-03-11T00:00:00Z,"""Y"" Laguna la Cruz",N28.78349W111.88093,0.40625,Chelonia mydas,55,hembra,21,79,57.2,73.2,27.7,21,15,GT 8023,GT 8024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2015,3,mar
Paleta,Otono,2015-03-11T00:00:00Z,"""Y"" Laguna la Cruz",N28.78349W111.88093,0.40972222222222227,Chelonia mydas,40,indefinido,21,71.3,53.5,70.5,25.8,21,10.5,GT 8025,GT 8026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2015,3,mar
Jennifer,Otono,2015-03-11T00:00:00Z,"""Y"" Laguna la Cruz",N28.78390W111.88141,0.4291666666666667,Chelonia mydas,43,indefinido,21,73,54.7,71,27.6,21,13,GT 8027,GT 8028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2015,3,mar
Shirley,Otono,2015-03-11T00:00:00Z,"""Y"" Laguna la Cruz",N28.78390W111.88141,0.43541666666666662,Chelonia mydas,61,hembra,21,83.2,56.9,75.5,30.8,21,17.2,GT 8029,GT 8030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2015,3,mar
Norma(1),Otono,2015-03-11T00:00:00Z,"""Y"" Laguna la Cruz",N28.78386W111.88142,0.44444444444444442,Chelonia mydas,44,hembra,21,71.6,52.8,71.3,25.2,21,13,GT 8031,GT 8032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,2,2015,3,mar
Angel,Otono,2015-03-11T00:00:00Z,"""Y"" Laguna la Cruz",N28.78331W111.88084,0.46875,Chelonia mydas,38,indefinido,21,69.5,50.9,66.1,23.6,21,17.2,GT 8033,GT 8034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2015,3,mar
Ramona,Otono,2015-03-11T00:00:00Z,"""Y"" Laguna la Cruz",N28.78331W111.88084,0.49652777777777773,Chelonia mydas,35,indefinido,21,68.6,52.3,69,22.7,21,14.3,GT 8035,GT 8036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2015,3,mar
Cupcake,Otono,2015-03-11T00:00:00Z,"""Y"" Laguna la Cruz",N28.78350W111.88129,0.5,Chelonia mydas,60,hembra,21,80.1,62.7,75.2,27.8,21,17.8,GT 8037,GT 8038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2015,3,mar
La Prieta,Otono,2015-11-18T00:00:00Z,"""Y"" Laguna la Cruz",N28.78281W111.88281,0.43055555555555558,Chelonia mydas,46,hembra,22,77.4,54.1,70.5,26.3,22,13.5,GT 8039,GT 8040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2015,11,nov
Chifladora(1),Otono,2015-11-18T00:00:00Z,"""Y"" Laguna la Cruz",N28.78281W111.88281,0.44375000000000003,Chelonia mydas,49,hembra,22,77.3,56.3,74,28.5,22,14,GT 8041,GT 8042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,2,2015,11,nov
Perla(1),Otono,2015-11-18T00:00:00Z,"""Y"" Laguna la Cruz",N28.78281W111.88281,12;42 pm,Chelonia mydas,41,hembra,22,73.9,54.6,70.7,26.1,22,13,GT 8043,GT 8044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,2,2015,11,nov
Gaviota,Otono,2015-11-18T00:00:00Z,"""Y"" Laguna la Cruz",N28.78281W111.88281,0.57638888888888895,Chelonia mydas,28,hembra,22,66.7,49.4,63.5,21.4,22,13,GT 8045,GT 8046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2015,11,nov
Fabby,Otono,2015-11-21T00:00:00Z,"""Y"" Laguna la Cruz",N28.78245W111.88408,0.43194444444444446,Chelonia mydas,29,hembra,23,65.5,46,62,22.5,23,10.3,GT 8048,GT 8047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2015,11,nov
Ossiris(1),Otono,2015-11-21T00:00:00Z,"""Y"" Laguna la Cruz",N28.78245W111.88408,0.44097222222222227,Chelonia mydas,47,hembra,23,73.5,52.9,72,23.5,23,10.4,GT 8050,GT 8049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,2,2015,11,nov
Lichita,Otono,2015-05-12T00:00:00Z,"""Y"" Laguna la Cruz",N28.78962W111.88980,11.15 AM,Chelonia mydas,26,indefinido,24,64,46.5,60.5,21.5,24,14,GT 8051,GT 8052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2015,5,may
Gabriela,Otono,2015-12-18T00:00:00Z,"""Y"" Laguna la Cruz",N28.78268W11188443,0.56944444444444442,Chelonia mydas,33,indefinido,25,69.5,53.1,66.5,24.6,25,13.5,GT 8054,GT 8053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2015,12,dec
Chloe,Invierno,2016-01-16T00:00:00Z,"""Y"" Laguna la Cruz",N28.78394W11188294,0.44791666666666669,Chelonia mydas,45,indefinido,1,77.5,55.2,73,26.3,1,10.5,GT 8056,GT 8055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2016,1,jan
Pepe(2),Invierno,2016-01-03T00:00:00Z,"""Y"" Laguna la Cruz",N28.78277W111.88246,0.54583333333333328,Chelonia mydas,35,hembra,2,68.5,49.9,64,25.2,2,14,GT 1569,GT 1568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,3,2016,1,jan
Gloria Anahi,Invierno,2016-01-03T00:00:00Z,Liberada en Islandia Marina,N28.82206W111.94432,0.64166666666666672,Eretmochelys imbricata,6,indefinido,2,42,30.5,35.6,13.7,2,6.5,GT 8058,GT 8057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eretmochelys imbricata,Indefinido,Playa,playa,1,2016,1,jan
La Miada,Invierno,2016-09-03T00:00:00Z,Mision del Sol,N28.82534W111.95180,0.1875,Lepidochelys olivacea,39,hembra,3,67,56.7,69.8,25.4,3,18,GT 8060,GT 8059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepidochelys olivacea,Hembra,Playa,playa,1,2016,9,sep
Obiel (2),Primavera,2016-02-04T00:00:00Z,Pta. Blanca Laguna la Cruz,N28.78323W111.89713,0.64097222222222217,Chelonia mydas,41,hembra,4,73.2,52.5,70.5,25.3,4,13.5,GT 8008,GT 8007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,2,2016,2,feb
Anneka,Primavera,2016-04-15T00:00:00Z,"""Y"" Laguna la Cruz",N28.78330W111.88216,0.37847222222222227,Chelonia mydas,31,indefinido,5,69,48.2,63.6,25,5,16.5,GT 8062,GT 8061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2016,4,apr
Noe,Primavera,2016-04-15T00:00:00Z,"""Y"" Laguna la Cruz",N28.78330W111.88216,0.38055555555555554,Chelonia mydas,31,indefinido,5,65.7,51,64.4,21,5,14.5,GT 8064,GT 8063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2016,4,apr
Cosme(2),Primavera,2016-04-15T00:00:00Z,"""Y"" Laguna la Cruz",N28.78330W111.88216,0.4236111111111111,Chelonia mydas,68,macho,5,85,60.9,83.1,30,5,34.5,GT 5210,GT 5209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Macho,Laguna La Cruz,estuario,2,2016,4,apr
Expreso,Primavera,2016-04-15T00:00:00Z,"""Y"" Laguna la Cruz",N28.78330W111.88216,0.4513888888888889,Chelonia mydas,33,indefinido,5,70.1,49.8,69.6,33.5,5,15,GT 8066,GT 8065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2016,4,apr
Ed Boyer,Primavera,2016-04-15T00:00:00Z,"""Y"" Laguna la Cruz",N28.78330W111.88216,0.4777777777777778,Chelonia mydas,45,indefinido,5,73.5,55.5,71.5,27.9,5,11.5,GT 8068,GT 8067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2016,4,apr
